Date,fragment_ID,Species,box,Chamber.Channel,Channel,Bin,Run,Temp.Cat,Tank,Treatment,Chamber.Vol.L,Notes
20240716,MD-5-21,Madracis decactis,3,12,4,2,2,27,5,Control,0.6,
20240716,DL-4-17,Diploria labyrinthiformis,1,1,1,1,3,27,2,pH,0.6,
20240716,DL-3-9,Diploria labyrinthiformis,1,2,2,1,3,27,2,pH,0.6,
20240716,MD-5-1 ,Madracis decactis,1,3,3,1,3,27,2,pH,0.6,
20240716,MD-2-20,Madracis decactis,1,4,4,1,3,27,2,pH,0.6,
20240716,MD-5-25,Madracis decactis,2,5,1,1,3,27,2,pH,0.6,
20240716,DL-3-16,Diploria labyrinthiformis,2,6,2,1,3,27,2,pH,0.6,
20240716,DL-2-8,Diploria labyrinthiformis,2,7,3,2,3,27,2,pH,0.6,
20240716,MD-2-9,Madracis decactis,2,8,4,2,3,27,2,pH,0.6,
20240716,MD-2-25,Madracis decactis,3,9,1,2,3,27,2,pH,0.6,
20240716,BLANK-3,BLANK,3,10,2,2,3,27,2,pH,0.6,
20240716,DL-1-21,Diploria labyrinthiformis,3,11,3,2,3,27,2,pH,0.6,
20240716,MD-5-17,Madracis decactis,3,12,4,2,3,27,2,pH,0.6,
20240716,MD-1-18,Madracis decactis,1,1,1,1,4,27,3,pH,0.6,
20240716,MD-4-24,Madracis decactis,1,2,2,1,4,27,3,pH,0.6,
20240716,BLANK-4,BLANK,1,3,3,1,4,27,3,pH,0.6,
20240716,DL-2-20,Diploria labyrinthiformis,1,4,4,1,4,27,3,pH,0.6,
20240716,DL-2-21,Diploria labyrinthiformis,2,5,1,1,4,27,3,pH,0.6,
20240716,DL-3-17,Diploria labyrinthiformis,2,6,2,1,4,27,3,pH,0.6,
20240716,MD-2-17,Madracis decactis,2,7,3,2,4,27,3,pH,0.6,
20240716,DL-4-12,Diploria labyrinthiformis,2,8,4,2,4,27,3,pH,0.6,
20240716,MD-1-8,Madracis decactis,3,9,1,2,4,27,3,pH,0.6,
20240716,MD-5-23,Madracis decactis,3,10,2,2,4,27,3,pH,0.6,
20240716,DL-4-22,Diploria labyrinthiformis,3,11,3,2,4,27,3,pH,0.6,
20240716,DL-2-3,Diploria labyrinthiformis,3,12,4,2,4,27,3,pH,0.6,
20240716,BLANK-5,BLANK,1,1,1,1,5,27,6,Heat,0.6,
20240716,MD-2-4,Madracis decactis,1,2,2,1,5,27,6,Heat,0.6,
20240716,MD-1-15,Madracis decactis,1,3,3,1,5,27,6,Heat,0.6,
20240716,DL-2-13,Diploria labyrinthiformis,1,4,4,1,5,27,6,Heat,0.6,
20240716,MD-5-7,Madracis decactis,2,5,1,1,5,27,6,Heat,0.6,
20240716,MD-5-11,Madracis decactis,2,6,2,1,5,27,6,Heat,0.6,
20240716,DL-2-10,Diploria labyrinthiformis,2,7,3,2,5,27,6,Heat,0.6,
20240716,DL-2-15,Diploria labyrinthiformis,2,8,4,2,5,27,6,Heat,0.6,
20240716,DL-1-9,Diploria labyrinthiformis,3,9,1,2,5,27,6,Heat,0.6,
20240716,MD-2-14,Madracis decactis,3,10,2,2,5,27,6,Heat,0.6,
20240716,MD-4-7,Madracis decactis,3,11,3,2,5,27,6,Heat,0.6,
20240716,DL-2-7,Diploria labyrinthiformis,3,12,4,2,5,27,6,Heat,0.6,
20240716,MD-5-10,Madracis decactis,1,1,1,1,6,27,7,Heat,0.6,
20240716,DL-3-13,Diploria labyrinthiformis,1,2,2,1,6,27,7,Heat,0.6,
20240716,MD-2-12,Madracis decactis,1,3,3,1,6,27,7,Heat,0.6,
20240716,MD-5-20,Madracis decactis,1,4,4,1,6,27,7,Heat,0.6,
20240716,MD-1-12,Madracis decactis,2,5,1,1,6,27,7,Heat,0.6,
20240716,DL-3-2,Diploria labyrinthiformis,2,6,2,1,6,27,7,Heat,0.6,
20240716,DL-4-19,Diploria labyrinthiformis,2,7,3,2,6,27,7,Heat,0.6,
20240716,DL-1-11,Diploria labyrinthiformis,2,8,4,2,6,27,7,Heat,0.6,
20240716,DL-2-13,Diploria labyrinthiformis,3,9,1,2,6,27,7,Heat,0.6,
20240716,MD-1-5,Madracis decactis,3,10,2,2,6,27,7,Heat,0.6,probe fell out
20240716,MD-4-18,Madracis decactis,3,11,3,2,6,27,7,Heat,0.6,
20240716,MD-2-1,Madracis decactis,3,12,4,2,6,27,7,Heat,0.6,
20240717,MD-2-19,Madracis decactis,1,1,1,1,7,27,4,Control,0.6,
20240717,MD-5-19,Madracis decactis,1,2,2,1,7,27,4,Control,0.6,
20240717,DL-2-4,Diploria labyrinthiformis,1,3,3,1,7,27,4,Control,0.6,
20240717,DL-1-4,Diploria labyrinthiformis,1,4,4,1,7,27,4,Control,0.6,
20240717,DL-1-19,Diploria labyrinthiformis,2,5,1,1,7,27,4,Control,0.6,
20240717,MD-1-2 ,Madracis decactis,2,6,2,1,7,27,4,Control,0.6,
20240717,BLANK-7,BLANK,2,7,3,2,7,27,4,Control,0.6,
20240717,MD-2-22,Madracis decactis,2,8,4,2,7,27,4,Control,0.6,
20240717,DL-4-2,Diploria labyrinthiformis,3,9,1,2,7,27,4,Control,0.6,
20240717,MD-1-3,Madracis decactis,3,10,2,2,7,27,4,Control,0.6,
20240717,MD-1-25,Madracis decactis,3,11,3,2,7,27,4,Control,0.6,
20240717,DL-2-2,Diploria labyrinthiformis,3,12,4,2,7,27,4,Control,0.6,
20240717,MD-5-6,Madracis decactis,1,1,1,1,8,27,5,Control,0.6,BATTERIES START TO SLOW DOWN
20240717,MD-4-2,Diploria labyrinthiformis,1,2,2,1,8,27,5,Control,0.6,
20240717,DL-1-14,Diploria labyrinthiformis,1,3,3,1,8,27,5,Control,0.6,
20240717,BLANK-8,BLANK,1,4,4,1,8,27,5,Control,0.6,
20240717,DL-2-9,Diploria labyrinthiformis,2,5,1,1,8,27,5,Control,0.6,
20240717,MD-5-9,Madracis decactis,2,6,2,1,8,27,5,Control,0.6,
20240717,DL-3-14,Diploria labyrinthiformis,2,7,3,2,8,27,5,Control,0.6,
20240717,MD-4-13,Madracis decactis,2,8,4,2,8,27,5,Control,0.6,
20240717,DL-3-24,Diploria labyrinthiformis,3,9,1,2,8,27,5,Control,0.6,
20240717,MD-2-6,Madracis decactis,3,10,2,2,8,27,5,Control,0.6,
20240717,DL-1-10,Diploria labyrinthiformis,3,11,3,2,8,27,5,Control,0.6,
20240717,MD-1-14,Madracis decactis,3,12,4,2,8,27,5,Control,0.6,
20240717,MD-2-10,Madracis decactis,1,1,1,1,9,27,3,pH,0.6,
20240717,DL-4-17,Diploria labyrinthiformis,1,2,2,1,9,27,3,pH,0.6,
20240717,DL-3-11,Diploria labyrinthiformis,1,3,3,1,9,27,3,pH,0.6,
20240717,MD-1-10,Madracis decactis,1,4,4,1,9,27,3,pH,0.6,
20240717,MD-5-13,Madracis decactis,2,5,1,1,9,27,3,pH,0.6,
20240717,MD-2-20,Madracis decactis,2,6,2,1,9,27,3,pH,0.6,
20240717,DL-2-1,Diploria labyrinthiformis,2,7,3,2,9,27,3,pH,0.6,
20240717,MD-4-25,Madracis decactis,2,8,4,2,9,27,3,pH,0.6,
20240717,MD-4-22,Madracis decactis,3,9,1,2,9,27,3,pH,0.6,
20240717,DL-1-6,Diploria labyrinthiformis,3,10,2,2,9,27,3,pH,0.6,
20240717,DL-1-21,Diploria labyrinthiformis,3,11,3,2,9,27,3,pH,0.6,
20240717,BLANK-9,BLANK,3,12,4,2,9,27,3,pH,0.6,
20240717,MD-4-9,Madracis decactis,1,1,1,1,10,27,2,pH,0.6,
20240717,BLANK-10,BLANK,1,2,2,1,10,27,2,pH,0.6,
20240717,DL-2-16,Diploria labyrinthiformis,1,3,3,1,10,27,2,pH,0.6,
20240717,MD-4-5,Madracis decactis,1,4,4,1,10,27,2,pH,0.6,
20240717,DL-1-15,Diploria labyrinthiformis,2,5,5,1,10,27,2,pH,0.6,
20240717,MD-1-6,Madracis decactis,2,6,6,1,10,27,2,pH,0.6,
20240717,MD-4-21,Madracis decactis,2,7,7,2,10,27,2,pH,0.6,
20240717,DL-1-16,Diploria labyrinthiformis,2,8,8,2,10,27,2,pH,0.6,
20240717,MD-1-4,Madracis decactis,3,9,9,2,10,27,2,pH,0.6,
20240717,DL-3-25,Diploria labyrinthiformis,3,10,10,2,10,27,2,pH,0.6,
20240717,MD-1-13,Madracis decactis,3,11,11,2,10,27,2,pH,0.6,
20240717,DL-2-19,Diploria labyrinthiformis,3,12,12,2,10,27,2,pH,0.6,
20240717,MD-1-17,Madracis decactis,1,1,1,1,11,27,6,Heat,0.6,
20240717,MD-4-6,Madracis decactis,1,2,2,1,11,27,6,Heat,0.6,
20240717,MD-2-4,Madracis decactis,1,3,3,1,11,27,6,Heat,0.6,
20240717,DL-3-22,Diploria labyrinthiformis,1,4,4,1,11,27,6,Heat,0.6,
20240717,DL-1-18,Diploria labyrinthiformis,2,5,5,1,11,27,6,Heat,0.6,
20240717,DL-1-20,Diploria labyrinthiformis,2,6,6,1,11,27,6,Heat,0.6,
20240717,DL-3-26,Diploria labyrinthiformis,2,7,7,2,11,27,6,Heat,0.6,
20240717,MD-5-16,Madracis decactis,2,8,8,2,11,27,6,Heat,0.6,
20240717,MD-5-15,Madracis decactis,3,9,9,2,11,27,6,Heat,0.6,
20240717,BLANK-11,BLANK,3,10,10,2,11,27,6,Heat,0.6,
20240717,MD-1-15,Madracis decactis,3,11,11,2,11,27,6,Heat,0.6,
20240717,MD-1-21,Madracis decactis,3,12,12,2,11,27,6,Heat,0.6,
20240717,BLANK-12,BLANK,1,1,1,1,12,27,7,Heat,0.6,
20240717,MD-4-4,Madracis decactis,1,2,2,1,12,27,7,Heat,0.6,
20240717,MD-1-22,Madracis decactis,1,3,3,1,12,27,7,Heat,0.6,
20240717,MD-5-8,Madracis decactis,1,4,4,1,12,27,7,Heat,0.6,
20240717,MD-5-4,Madracis decactis,2,5,5,1,12,27,7,Heat,0.6,
20240717,DL-3-13,Diploria labyrinthiformis,2,6,6,1,12,27,7,Heat,0.6,
20240717,MD-4-11,Madracis decactis,2,7,7,2,12,27,7,Heat,0.6,
20240717,DL-2-22,Diploria labyrinthiformis,2,8,8,2,12,27,7,Heat,0.6,
20240717,DL-2-24,Diploria labyrinthiformis,3,9,9,2,12,27,7,Heat,0.6,
20240717,DL-3-10,Diploria labyrinthiformis,3,10,10,2,12,27,7,Heat,0.6,
20240717,DL-4-5,Diploria labyrinthiformis,3,11,11,2,12,27,7,Heat,0.6,
20240717,MD-2-7,Madracis decactis,3,12,12,2,12,27,7,Heat,0.6,
