Date_Processed,Fragment_ID,prot_ug.mL,surface.area.cm2,Species,Homogenate.Vol,Tank,Sample.Date,prot_ug,prot_ug.cm2,prot_mg.cm2,Priming_Treatment,Secondary_Treatment,Treatmentstage,Secondary.Treatment
20240212,DL-4-24,1768.2879118245028,44.220289909758435,Diploria labrinthiformis,27.5,2,2024-08-15,48627.91757517383,1099.6743276538928,1.0996743276538927,Low pH,Stress,Stress,High_Temp
20240212,DL-1-13,476.0624355170507,30.98969969353675,Diploria labrinthiformis,40,3,2024-08-15,19042.497420682026,614.478281783852,0.614478281783852,Low pH,Stress,Stress,Control
20240212,DL-2-10,1038.2406577066545,20.264341331707712,Diploria labrinthiformis,25,6,2024-08-15,25956.01644266636,1280.871458775364,1.280871458775364,High Heat,Stress,Stress,High_Temp
20240212,DL-4-16,1152.2451716018486,44.25471698598151,Diploria labrinthiformis,34,7,2024-07-23,39176.33583446285,885.2465568104903,0.8852465568104904,High Heat,Priming,Priming,NONE
20240212,DL-2-25,743.8161562250294,35.88893746,Diploria labrinthiformis,32.5,5,2024-08-15,24174.025077313458,673.5787345127341,0.6735787345127341,Control,Stress,Stress,Control
20240212,MD-4-23,265.31097175666895,9.136451001731064,Madracis decactis,25,6,2024-08-06,6632.774293916724,725.9683538673853,0.7259683538673853,High Heat,Recovery,Recovery,NONE
20240212,MD-4-10,728.1274616522963,30.362067611622273,Madracis decactis,26,4,2024-08-15,18931.314002959705,623.5186037104074,0.6235186037104075,Control,Stress,Stress,High_Temp
20240212,DL-2-21,647.5921628455995,43.90779798711747,Diploria labrinthiformis,30,3,2024-07-23,19427.764885367986,442.4673013907025,0.4424673013907025,Low pH,Priming,Priming,NONE
20240212,MD-5-22,453.5753066294666,30.539499466003207,Madracis decactis,32.5,3,2024-08-15,14741.197465457664,482.6928313565739,0.48269283135657387,Low pH,Stress,Stress,Control
20240212,DL-4-12,761.5966767407937,23.65143598473965,Diploria labrinthiformis,37,3,2024-08-15,28179.077039409367,1191.4319729927197,1.1914319729927196,Low pH,Stress,Stress,Control
20240212,DL-2-19,714.5305930225943,33.902759989342144,Diploria labrinthiformis,26,2,2024-08-15,18577.79541858745,547.9729504154726,0.5479729504154726,Low pH,Stress,Stress,High_Temp
20240212,MD-4-22,246.4845382693892,41.96134406219296,Madracis decactis,25,3,2024-08-15,6162.11345673473,146.8521467663562,0.14685214676635622,Low pH,Stress,Stress,Control
20240212,DL-3-13,764.2114591695826,24.644524721945984,Diploria labrinthiformis,32.5,7,2024-07-23,24836.87242301143,1007.8048858006241,1.007804885800624,High Heat,Priming,Priming,NONE
20240212,DL-2-26,1041.9013531069588,33.42078092221807,Diploria labrinthiformis,27.5,5,2024-08-15,28652.28721044137,857.3195006162583,0.8573195006162583,Control,Stress,Stress,Control
20240212,DL-4-17,1366.1343742767767,30.33028877203165,Diploria labrinthiformis,37,2,2024-08-15,50546.97184824074,1666.550959279076,1.6665509592790761,Low pH,Stress,Stress,High_Temp
20240212,DL-1-19,847.3615404050681,32.13373791879848,Diploria labrinthiformis,25,4,2024-08-15,21184.038510126702,659.2460100240588,0.6592460100240588,Control,Stress,Stress,High_Temp
20240212,DL-2-13,992.2204869599706,24.059264426152396,Diploria labrinthiformis,26.5,6,2024-08-15,26293.84290443922,1092.8780879875048,1.0928780879875049,High Heat,Stress,Stress,High_Temp
20240212,MD-5-17,193.66593320785432,6.602088544380361,Madracis decactis,25,2,2024-08-15,4841.648330196358,733.351014251017,0.733351014251017,Low pH,Stress,Stress,High_Temp
20240212,DL-2-8,680.5384214483391,20.862842810664112,Diploria labrinthiformis,25,2,2024-08-15,17013.460536208477,815.4909995061646,0.8154909995061645,Low pH,Stress,Stress,High_Temp
20240212,DL-2-2,1214.999949892781,36.33119298139082,Diploria labrinthiformis,26.5,4,2024-08-15,32197.498672158694,886.2218944654682,0.8862218944654682,Control,Stress,Stress,High_Temp
20240212,MD-2-20,307.6704471030484,18.026581377202668,Madracis decactis,22.5,2,2024-08-15,6922.585059818589,384.02095854809403,0.38402095854809404,Low pH,Stress,Stress,High_Temp
20240212,MD-4-1,359.44313919306774,10.886935415846876,Madracis decactis,29,4,2024-07-23,10423.851036598964,957.464211776819,0.957464211776819,Control,Priming,Priming,NONE
20240215,MD-2-2,322.8361851900238,11.869431206523066,Madracis decactis,21,2,2024-08-06,6779.5598889904995,571.1781610280252,0.5711781610280252,Low pH,Recovery,Recovery,NONE
20240215,DL-1-12,1162.1813448312464,31.99867785053844,Diploria labrinthiformis,37.5,4,2024-07-23,43581.80043117174,1361.9875369456363,1.3619875369456362,Control,Priming,Priming,NONE
20240215,MD-2-9,1458.1747157701448,29.97807329990252,Madracis decactis,13.5,2,2024-08-15,19685.358662896953,656.6585672789373,0.6566585672789373,Low pH,Stress,Stress,High_Temp
20240215,DL-1-14,1227.5509055509676,15.8603238117765,Diploria labrinthiformis,18,5,2024-08-15,22095.91629991742,1393.1566947902356,1.3931566947902356,Control,Stress,Stress,Control
20240215,DL-3-2,1493.7357568016732,23.352185245261495,Diploria labrinthiformis,17.5,7,2024-08-15,26140.375744029283,1119.3974126825476,1.1193974126825477,High Heat,Stress,Stress,Control
20240215,MD-4-6,1258.4053382106763,17.067919716219457,Madracis decactis,23,6,2024-07-23,28943.322778845555,1695.7733139171633,1.6957733139171633,High Heat,Priming,Priming,NONE
20240215,MD-4-15,517.8989543776723,12.444098555786486,Madracis decactis,16,2,2024-08-15,8286.383270042757,665.8885923231139,0.6658885923231139,Low pH,Stress,Stress,High_Temp
20240215,DL-4-23,1937.7258132100208,28.77312563209208,Diploria labrinthiformis,13.5,5,2024-08-15,26159.29847833528,909.1573440029238,0.9091573440029238,Control,Stress,Stress,Control
20240215,DL-1-7,1426.7973266246784,34.951461695832094,Diploria labrinthiformis,24.5,4,2024-08-15,34956.53450230462,1000.1451386072682,1.0001451386072682,Control,Stress,Stress,High_Temp
20240215,DL-4-10,1500.5341911165242,31.50875407351664,Diploria labrinthiformis,30,2,2024-08-06,45016.02573349573,1428.683140833298,1.428683140833298,Low pH,Recovery,Recovery,NONE
20240215,DL-4-5,2320.529960784709,37.21835225,Diploria labrinthiformis,30,7,2024-08-06,69615.89882354127,1870.4723507350132,1.8704723507350132,High Heat,Recovery,Recovery,NONE
20240215,DL-2-16,1548.1232313204812,23.023803902825215,Diploria labrinthiformis,15.5,2,2024-08-06,23995.910085467458,1042.2217886646854,1.0422217886646854,Low pH,Recovery,Recovery,NONE
20240215,DL-3-4,1041.901353106959,28.142845313545152,Diploria labrinthiformis,30,4,2024-08-06,31257.04059320877,1110.6567315766313,1.1106567315766314,Control,Recovery,Recovery,NONE
20240215,MD-4-21,952.9987505281379,19.496352708268113,Madracis decactis,10,2,2024-08-15,9529.987505281379,488.80873504303463,0.4888087350430346,Low pH,Stress,Stress,High_Temp
20240215,DL-1-10,1592.051576124134,30.12637455132537,Diploria labrinthiformis,15,5,2024-08-06,23880.77364186201,792.6866075829031,0.7926866075829031,Control,Recovery,Recovery,NONE
20240215,MD-1-11,585.8832975261826,8.323442355538113,Madracis decactis,9.5,2,2024-07-23,5565.891326498734,668.7006515754139,0.6687006515754139,Low pH,Priming,Priming,NONE
20240215,DL-4-7,1420.5218487955851,51.52412654233246,Diploria labrinthiformis,37.5,4,2024-07-23,53269.56932983444,1033.8762227452398,1.0338762227452398,Control,Priming,Priming,NONE
20240215,MD-5-12,912.2081446390317,26.00571835107695,Madracis decactis,25,acclimation,2024-07-09,22805.20361597579,876.930346937768,0.8769303469377681,Acclimation,Acclimation,Acclimation,NONE
20240215,MD-2-11,803.9561520871731,8.259884676356911,Madracis decactis,12.5,acclimation,2024-07-09,10049.451901089664,1216.6576526007934,1.2166576526007935,Acclimation,Acclimation,Acclimation,NONE
20240215,MD-1-9,931.5575346120692,14.933440990383868,Madracis decactis,9,5,2024-08-15,8384.017811508622,561.4257167458836,0.5614257167458836,Control,Stress,Stress,Control
20240215,MD-5-20,955.6135329569266,33.95572472199313,Madracis decactis,30,7,2024-08-15,28668.4059887078,844.2878549471592,0.8442878549471592,High Heat,Stress,Stress,Control
20240215,MD-2-5,934.1723170408582,11.686702878877105,Madracis decactis,20,5,2024-07-23,18683.446340817165,1598.6926795739955,1.5986926795739955,Control,Priming,Priming,NONE
20240215,DL-3-25,1478.5700187146977,32.11520026237067,Diploria labrinthiformis,24.5,2,2024-07-23,36224.965458510094,1127.9694712336834,1.1279694712336834,Low pH,Priming,Priming,NONE
20240215,DL-4-19,1842.547732802106,30.45475589,Diploria labrinthiformis,25,7,2024-08-15,46063.693320052655,1512.5287323408802,1.5125287323408803,High Heat,Stress,Stress,Control
20240215,DL-3-24,2140.6329296840354,33.77299639,Diploria labrinthiformis,16,5,2024-08-15,34250.126874944566,1014.1275733853997,1.0141275733853998,Control,Stress,Stress,Control
20240215,MD-5-26,1006.8632685611883,19.427498555821863,Madracis decactis,12.5,2,2024-07-23,12585.790857014854,647.8338331026798,0.6478338331026798,Low pH,Priming,Priming,NONE
20240215,DL-1-25,1732.2039143072166,33.37046442619954,Diploria labrinthiformis,13.5,acclimation,2024-07-09,23384.752843147424,700.7619835457783,0.7007619835457783,Acclimation,Acclimation,Acclimation,NONE
20240215,MD-2-24,396.0500931961117,7.211182969866963,Madracis decactis,5.5,4,2024-08-15,2178.2755125786143,302.0690948601462,0.3020690948601462,Control,Stress,Stress,High_Temp
20240215,DL-1-4,1813.2621695996713,43.48143188927681,Diploria labrinthiformis,22.5,4,2024-08-06,40798.39881599261,938.2947396921884,0.9382947396921884,Control,Recovery,Recovery,NONE
20240215,MD-2-3,816.5071077453597,15.028777509155692,Madracis decactis,12.5,6,2024-08-15,10206.338846816996,679.1196982322206,0.6791196982322206,High Heat,Stress,Stress,High_Temp
20240215,MD-1-1,162.28854406238804,4.650338146190751,Madracis decactis,2.5,acclimation,2024-07-09,405.7213601559701,87.24556094664003,0.08724556094664003,Acclimation,Acclimation,Acclimation,NONE
20240215,DL-2-18,1583.6842723520097,26.659832799316916,Diploria labrinthiformis,30,5,2024-08-06,47510.52817056029,1782.1015055944993,1.7821015055944993,Control,Recovery,Recovery,NONE
20240215,DL-4-11,1464.9731500849957,32.58658638296467,Diploria labrinthiformis,36,3,2024-08-06,52739.033403059846,1618.4276801276214,1.6184276801276214,Low pH,Recovery,Recovery,NONE
20240215,DL-2-9,1380.7771558779946,25.497256917627283,Diploria labrinthiformis,20,5,2024-07-23,27615.543117559893,1083.0789840168318,1.0830789840168318,Control,Priming,Priming,NONE
20240215,DL-2-17,1915.7616408081944,29.68941550695454,Diploria labrinthiformis,25,acclimation,2024-07-09,47894.04102020486,1613.1688752507105,1.6131688752507105,Acclimation,Acclimation,Acclimation,NONE
20240215,MD-1-7,659.09720553227055,13.559006178090184,Madracis decactis,20,4,2024-08-15,13181.94411064541,972.1910247335042,0.9721910247335042,Control,Stress,Stress,High_Temp
20240215,DL-2-14,1571.1333166938232,29.138582287384025,Diploria labrinthiformis,22.5,4,2024-08-06,35350.499625611024,1213.18529765659,1.21318529765659,Control,Recovery,Recovery,NONE
20240215,MD-5-8,653.344684188935,10.87369423268413,Madracis decactis,7.5,7,2024-07-23,4900.085131417013,450.6366490137589,0.45063664901375894,High Heat,Priming,Priming,NONE
20240215,DL-3-12,1858.7593838605972,17.534009363548293,Diploria labrinthiformis,13.5,3,2024-07-23,25093.25168211806,1431.1188708661687,1.4311188708661686,Low pH,Priming,Priming,NONE
20240215,DL-3-21,1060.7277865942388,42.673719716348955,Diploria labrinthiformis,25,acclimation,2024-07-09,26518.194664855968,621.4174635143522,0.6214174635143522,Acclimation,Acclimation,Acclimation,NONE
20240215,DL-3-1,1743.7089569938876,35.98162574589414,Diploria labrinthiformis,23,5,2024-08-06,40105.306010859415,1114.6051680401301,1.11460516804013,Control,Recovery,Recovery,NONE
20240215,DL-2-11,1553.8757526638167,19.207694915320133,Diploria labrinthiformis,20,5,2024-08-06,31077.515053276333,1617.9721299346954,1.6179721299346954,Control,Recovery,Recovery,NONE
20240215,DL-2-7,1626.043747698389,21.048219374942683,Diploria labrinthiformis,22,4,2024-08-06,35772.96244936456,1699.5719120996655,1.6995719120996655,Control,Recovery,Recovery,NONE
20240215,MD-5-9,1242.716643637943,27.136515393175955,Madracis decactis,13,5,2024-08-15,16155.316367293259,595.3349622536964,0.5953349622536964,Control,Stress,Stress,Control
20240215,MD-1-6,666.4185963328794,10.113650319142131,Madracis decactis,22.5,6,2024-08-06,14994.418417489785,1482.5921348209768,1.4825921348209767,High Heat,Recovery,Recovery,NONE
20240215,DL-1-18,1565.9037518362456,30.412384107640705,Diploria labrinthiformis,26,6,2024-08-15,40713.49754774239,1338.714433029723,1.3387144330297231,High Heat,Stress,Stress,High_Temp
20250128,MD-1-4,724.4667662519919,15.333324721898936,Madracis decactis,9,2,2024-08-15,6520.2008962679265,425.2307320509443,0.4252307320509443,Low pH,Stress,Stress,High_Temp
20250128,DL-1-3,1614.0157485259606,45.72448831704712,Diploria labrinthiformis,27,7,2024-07-23,43578.425210200934,953.0653445049907,0.9530653445049907,High Heat,Priming,Priming,NONE
20250128,DL-3-5,1205.0637766633836,24.68160003480179,Diploria labrinthiformis,26,6,2024-08-06,31331.658193247975,1269.4338352890172,1.2694338352890173,High Heat,Recovery,Recovery,NONE
20250128,MD-5-7,1013.6617028760393,32.33235566623977,Madracis decactis,22.5,6,2024-08-15,22807.388314710883,705.4044731583075,0.7054044731583075,High Heat,Stress,Stress,High_Temp
20250128,MD-4-11,769.4410240271602,24.347922219100468,Madracis decactis,32.5,7,2024-08-15,25006.833280882707,1027.062311759208,1.027062311759208,High Heat,Stress,Stress,Control
20250128,DL-4-14,2563.704726662072,32.981173641214696,Diploria labrinthiformis,17.5,3,2024-07-23,44864.83271658626,1360.316440059041,1.360316440059041,Low pH,Priming,Priming,NONE
20250128,MD-1-23,936.2641429838891,14.671265563761358,Madracis decactis,15,acclimation,2024-07-09,14043.962144758336,957.2427193634551,0.9572427193634551,Acclimation,Acclimation,Acclimation,NONE
20250128,MD-4-4,677.4006825337925,9.973293777617007,Madracis decactis,12.5,7,2024-07-23,8467.508531672407,849.0182602136896,0.8490182602136895,High Heat,Priming,Priming,NONE
20250128,DL-3-17,1462.3583676562068,28.86581391423141,Diploria labrinthiformis,25,3,2024-08-06,36558.95919140517,1266.5140605434615,1.2665140605434615,Low pH,Recovery,Recovery,NONE
20250128,MD-2-25,1092.6281322254627,13.220031889123772,Madracis decactis,7.5,2,2024-07-23,8194.71099169097,619.8707431585566,0.6198707431585566,Low pH,Priming,Priming,NONE
20250128,MD-4-20,738.5865913674518,26.55919980728,Madracis decactis,15.5,5,2024-08-06,11448.092166195502,431.0405527751452,0.4310405527751452,Control,Recovery,Recovery,NONE
20250128,MD-4-5,1109.8856962554692,17.592270569464407,Madracis decactis,17,2,2024-08-06,18868.056836342977,1072.5197047101472,1.0725197047101471,Low pH,Recovery,Recovery,NONE
20250128,MD-2-23,1015.7535288190704,15.010239852727793,Madracis decactis,15,3,2024-07-23,15236.302932286057,1015.0605907551292,1.0150605907551291,Low pH,Priming,Priming,NONE
20250128,DL-4-4,2035.5186760467236,29.99661095633033,Diploria labrinthiformis,15.4,5,2024-07-23,31346.987611119544,1045.0176407179838,1.0450176407179839,Control,Priming,Priming,NONE
20250128,MD-2-15,800.2954566868686,13.132640080249624,Madracis decactis,25,4,2024-08-06,20007.386417171718,1523.4854754956034,1.5234854754956033,Control,Recovery,Recovery,NONE
20250128,DL-4-6,1937.2028567242628,33.56113746,Diploria labrinthiformis,30,acclimation,2024-07-09,58116.08570172788,1731.6482723803333,1.7316482723803333,Acclimation,Acclimation,Acclimation,NONE
20250128,DL-2-12,1732.2039143072166,36.63838843076661,Diploria labrinthiformis,26,7,2024-07-23,45037.30177198763,1229.238066982448,1.2292380669824479,High Heat,Priming,Priming,NONE
20250128,DL-4-26,744.862069196545,27.07560595,Diploria labrinthiformis,37,2,2024-07-23,27559.896560272166,1017.886602839711,1.017886602839711,Low pH,Priming,Priming,NONE
20250128,MD-4-14,947.7691856705601,16.080127452278187,Madracis decactis,20,acclimation,2024-07-09,18955.383713411204,1178.8080517188723,1.1788080517188724,Acclimation,Acclimation,Acclimation,NONE
20250128,MD-2-4,1166.8879532030662,19.194453732157413,Madracis decactis,11,6,2024-07-23,12835.767485233728,668.7227291980357,0.6687227291980358,High Heat,Priming,Priming,NONE
20250128,MD-1-10,1473.3404538571199,24.04867147962222,Madracis decactis,13.7,3,2024-08-15,20184.76421784254,839.3296999772406,0.8393296999772406,Low pH,Stress,Stress,Control
20250128,MD-4-25,380.8843551091363,5.632833936866938,Madracis decactis,5.5,3,2024-08-06,2094.86395310025,371.90231002361895,0.37190231002361895,Low pH,Recovery,Recovery,NONE
20250128,MD-2-12,725.5126792235075,18.09543552964898,Madracis decactis,12.5,7,2024-08-06,9068.908490293843,501.1710536303275,0.5011710536303275,High Heat,Recovery,Recovery,NONE
20250129,MD-2-16,1486.4143660010643,24.79017773673634,Madracis decactis,17,acclimation,2024-07-09,25269.044222018092,1019.3167830568688,1.0193167830568688,Acclimation,Acclimation,Acclimation,NONE
20250129,MD-2-8,556.5977343237473,8.153955211054885,Madracis decactis,20,5,2024-08-06,11131.954686474946,1365.2214659436172,1.3652214659436173,Control,Recovery,Recovery,NONE
20250129,DL-3-15,995.3582258745172,31.88480367533876,Diploria labrinthiformis,28,5,2024-07-23,27870.03032448648,874.0850534401284,0.8740850534401283,Control,Priming,Priming,NONE
20250129,MD-5-24,1072.7557857666675,45.18954451727187,Madracis decactis,31,5,2024-08-06,33255.42935876669,735.909815290485,0.7359098152904849,Control,Recovery,Recovery,NONE
20250129,MD-1-22,1396.4658504507274,20.23256249211714,Madracis decactis,16,7,2024-08-06,22343.45360721164,1104.3313774968904,1.1043313774968904,High Heat,Recovery,Recovery,NONE
20250129,DL-1-21,1587.344967752314,29.443129500127363,Diploria labrinthiformis,30,2,2024-08-06,47620.34903256942,1617.3671019707137,1.6173671019707136,Low pH,Recovery,Recovery,NONE
20250129,DL-4-13,1808.0326047420936,64.48459662203389,Diploria labrinthiformis,33,7,2024-07-23,59665.07595648909,925.2609007730381,0.9252609007730381,High Heat,Priming,Priming,NONE
20250129,DL-3-3,1756.259912652074,33.75181050128685,Diploria labrinthiformis,32.5,4,2024-08-15,57078.44716119241,1691.1225298274353,1.6911225298274353,Control,Stress,Stress,High_Temp
20250129,MD-2-14,483.9067828034173,13.845015734405662,Madracis decactis,20,6,2024-08-06,9678.135656068345,699.033922512462,0.699033922512462,High Heat,Recovery,Recovery,NONE
20250129,MD-4-3,546.6615610943497,12.58975157057684,Madracis decactis,19,6,2024-08-15,10386.569660792646,825.0019551669955,0.8250019551669955,High Heat,Stress,Stress,High_Temp
20250129,DL-3-26,1563.8119258932143,26.299672617290064,Diploria labrinthiformis,21,6,2024-07-23,32840.0504437575,1248.6866632008046,1.2486866632008045,High Heat,Priming,Priming,NONE
20250129,MD-4-12,305.05566467425956,8.861034391945857,Madracis decactis,33,3,2024-07-23,10066.836934250565,1136.0792080212113,1.1360792080212114,Low pH,Priming,Priming,NONE
20250129,MD-1-21,478.6772179458395,23.648787748107104,Madracis decactis,49,6,2024-08-06,23455.183679346137,991.8133618169725,0.9918133618169724,High Heat,Recovery,Recovery,NONE
20250129,MD-1-18,574.3782548395116,26.982917668488064,Madracis decactis,32.2,3,2024-08-15,18494.979805832274,685.4329110388086,0.6854329110388085,Low pH,Stress,Stress,Control
20250129,DL-4-8,1943.4783345533563,32.71634997795962,Diploria labrinthiformis,35,acclimation,2024-07-09,68021.74170936747,2079.1360208333886,2.0791360208333884,Acclimation,Acclimation,Acclimation,NONE
20250129,MD-5-18,455.6671325724976,21.28656067187213,Madracis decactis,31,4,2024-08-15,14125.681109747426,663.5962158232999,0.6635962158232999,Control,Stress,Stress,High_Temp
20250129,DL-1-5,1004.7714426181572,23.83946078565076,Diploria labrinthiformis,5.5,7,2024-08-06,5526.242934399865,231.81073532192357,0.23181073532192356,High Heat,Recovery,Recovery,NONE
20250129,MD-4-17,676.3547695622769,21.768539738996346,Madracis decactis,37.5,4,2024-08-15,25363.303858585386,1165.135749236746,1.165135749236746,Control,Stress,Stress,High_Temp
20250129,MD-5-5,591.6358188695181,22.348503561524893,Madracis decactis,33.5,5,2024-07-23,19819.799932128855,886.8513221731121,0.886851322173112,Control,Priming,Priming,NONE
