"","Date","Time","Tank","PrimingTreatment","SecondaryStressExposure","Salinity","Temperature","pH.Total","CO2","pCO2","HCO3","CO3","DIC","TA","AragSat"
"22","07/20/2024","9:23",5,"Control","Control",38.74,26.9,8.02590421016742,10.8138868522107,408.240657443525,1737.31807176322,232.088202932262,1980.22016154769,2314.388984,3.61003567217952
"23","08/09/2024","11:59",2,"Low pH","High Heat",38.9,30.2,8.02865997048386,9.71643432677832,396.546332401671,1669.05315046768,253.647408798271,1932.41699359273,2300.457791,4.00295997746124
"24","07/20/2024","9:23",7,"High Heat","Control",38.68,30.5,8.02889197464768,9.76794787292643,400.918315320022,1685.3561189914,257.840057944771,1952.9641248091,2325.252186,4.08385373517855
"25","08/09/2024","11:59",6,"High Heat","High Heat",39.01,29.1,8.03490190088002,9.86490317827357,392.821181685309,1687.10531706453,250.591990182405,1947.56221042521,2310.745083,3.92885122147336
"26","07/26/2024","9:56",5,"Control","Control",38.9,26.7,8.03791498970678,10.4469158747412,392.805444820482,1720.63625922304,235.378705512402,1966.46188061019,2306.798819,3.65278032748885
"27","07/26/2024","9:56",4,"Control","High Heat",38.84,26.6,8.03922560597649,10.3907153414817,389.625926782389,1712.71900316853,233.855407484731,1956.96512599474,2295.585563,3.629458165235
"28","08/02/2024","12:00",7,"High Heat","Control",36.57,28,8.04600473973111,10.0182580086869,384.029208890295,1695.76223922256,235.65122796224,1941.43172519349,2278.815127,3.75176877045268
"29","07/10/2024","17:00",7,"High Heat","Control",38.48,29.6,8.04651782401421,9.54639971935931,383.519396982521,1686.44273265163,259.058720653092,1955.04785302409,2328.980707,4.09157478627307
"30","08/09/2024","11:59",7,"High Heat","Control",39.06,27.2,8.04988129808273,9.93911550928729,378.553915044585,1700.11149865097,244.271137164097,1954.32175132436,2308.705171,3.79384249074444
"31","07/20/2024","9:23",4,"Control","High Heat",38.69,26.9,8.06621567411097,9.63302863316179,363.56838861019,1697.61841659907,248.581699457404,1955.83314468963,2315.960061,3.86828539698777
"32","07/26/2024","9:56",6,"High Heat","High Heat",38.9,27.5,8.06767116688914,9.45446860231819,362.393023616607,1692.60575943979,255.283143057022,1957.34337109913,2327.37354,3.97602038098774
"33","07/15/2024","17:30",6,"High Heat","High Heat",38.71,29.5,8.0734464867365,8.66031479908581,347.523548324325,1627.18885074837,266.278163449337,1902.1273289968,2290.890055,4.19467834329452
"34","07/26/2024","9:56",3,"Low pH","Control",39.76,26.1,8.08620230279118,9.07293583279328,337.684420434166,1659.4581581463,252.670612355973,1921.20170633507,2292.247763,3.88063970337631
"35","07/15/2024","17:30",7,"High Heat","Control",38.8,29.5,8.08843342059937,8.3268397554459,334.291978754378,1620.34595141222,274.987200214306,1903.65999138197,2305.342055,4.32829495533516
"36","07/10/2024","17:00",4,"Control","High Heat",38.51,27.9,8.09843576240269,8.58149222620783,331.417026571875,1657.33287385997,270.010919169126,1935.92528525531,2328.084561,4.22791547563627
"37","08/09/2024","11:59",3,"Low pH","Control",38.95,27,8.10580559021054,8.4820636965374,321.328728319586,1643.07582571735,265.963682875691,1917.52157228958,2306.38166,4.13111303799771
"38","07/15/2024","17:30",5,"Control","Control",38.76,27.2,8.14860094867448,7.20213385177614,273.890030625273,1543.5953624505,276.645930711459,1827.44342701373,2238.128523,4.30820277833796
"39","07/20/2024","9:23",2,"Low pH","High Heat",39.59,28.1,8.14968143078517,7.19566249144678,280.743666548389,1579.4737826905,298.295072380851,1884.96451756279,2324.649036,4.62931864402745
"40","07/17/2024","9:05",5,"Control","Control",38.69,27.6,8.15545478157297,7.13832484819887,273.974565667821,1565.12697120397,288.711078552189,1860.97637460436,2286.518489,4.50718008863855
"41","08/02/2024","12:00",5,"Control","Control",38.86,27.3,8.15754023498355,7.152662832497,272.80076890632,1568.72170760452,288.645022120768,1864.51939255779,2290.231807,4.49311859373783
"42","07/17/2024","9:05",4,"Control","High Heat",38.6,28.1,8.16385944346808,6.93228070219103,269.115931165837,1563.05317306183,298.771186335417,1868.75664009944,2307.982383,4.67897004098596
"43","07/15/2024","17:30",4,"Control","High Heat",38.41,27,8.16933790551182,6.93734332139675,262.085093387387,1550.43759450755,287.224198076128,1844.59913590508,2268.798221,4.48256559472884
"44","08/02/2024","12:00",3,"Low pH","Control",38.82,27.6,8.17359669426333,6.79062039468548,260.801696099035,1553.62425992299,299.630845373095,1860.04572569077,2301.947013,4.67223697815157
"45","07/17/2024","9:05",7,"High Heat","Control",38.91,29.9,8.19841413342153,5.8639350051762,237.706905354594,1481.32207315619,329.29028613561,1816.47629429698,2304.616992,5.18824821802276
"46","07/17/2024","9:05",6,"High Heat","High Heat",36.68,29.7,8.20810305077895,5.96378517747964,237.994450685486,1512.83862632667,325.452116374993,1844.25452787914,2318.442248,5.22295305285373
"47","08/02/2024","12:00",2,"Low pH","High Heat",38.84,27.1,8.2424910496176,5.55118490140802,210.685498196364,1474.85874419555,327.477116480798,1807.88704557776,2294.825098,5.0938624838294
