Tube number,Number in tube,Label_color,Species,Type,Genotype,Sample.id,Preservation,Transport,Storage,Inital Location,Final Location,Freezer/Fridge,Date Added to Freezer/Fridge,Metadata Link Drive,Metadata Link GitHub,Notes
NA,NA,White,Madracis decactis,Adult,1,MD_1_11,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_12,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_13,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_14,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_15,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_16,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_17,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_18,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_19,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_20,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_21,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_22,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_23,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_24,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_25,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_26,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_28,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_29,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_31,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_33,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,1,MD_1_36,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_1,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_2,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_3,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_4,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_5,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_6,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_7,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_8,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_9,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_10,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_11,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_12,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_13,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_14,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_15,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_16,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_17,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_18,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_19,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_20,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_21,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_22,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_23,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_24,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_25,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_26,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_27,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_28,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_31,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_32,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_34,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,2,MD_2_35,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,3,MD_4_1,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,3,MD_4_2,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,3,MD_4_3,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
NA,NA,White,Madracis decactis,Adult,3,MD_4_4,DNA/RNA shield (1000uL),Dry Shipper,-80,BIOS,URI,Freezer G (-80),,https://drive.google.com/file/d/1RKDyvOS01jZgtltkq1_dY4_zbAInrTm9/view?usp=drive_link,https://github.com/flofields/Coral_Priming_Experiments_Summer_2024/blob/996218d643b287c940d7a263f98f389bfe8e8497/data/Coral_Fragment_Metadata.csv,
